Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
31T108_5,52AW00/31ABSOR:31T108_5.PNT\hist00,,,,,,,,0,400,,,,,,
31T108_6,52AW00/31ABSOR:31T108_6.PNT\hist00,,,,,,,,0,150,,,,,,
31F113,52AW00/31GTT:31F113.PNT\hist00,,,,,,,,0,1038.55493164,,,,,,
31OV3_KF,52AW00/31GTT:31OV3_KF.PNT\hist00,,,,,,,,0,500,,,,,,
31OV3_KFD,52AW00/31GTT:31OV3_KFD.PNT\hist00,,,,,,,,0,500,,,,,,
31OV3_KFM,52AW00/31GTT:31OV3_KFM.PNT\hist00,,,,,,,,0,500,,,,,,
31P181,52AW00/31GTT:31P181.PNT\hist00,,,,,,,,0,10,,,,,,
31SCS171_1,52AW00/31GTT:31SCS171_1.PNT\hist00,,,,,,,,0,6000,,,,,,
31SCS171_2,52AW00/31GTT:31SCS171_2.PNT\hist00,,,,,,,,0,6000,,,,,,
31SCS171_3,52AW00/31GTT:31SCS171_3.PNT\hist00,,,,,,,,0,6000,,,,,,
31T170_3,52AW00/31GTT:31T170_3.PNT\hist00,,,,,,,,0,100,,,,,,
31T170_4,52AW00/31GTT:31T170_4.PNT\hist00,,,,,,,,0,100,,,,,,
31T170_5,52AW00/31GTT:31T170_5.PNT\hist00,,,,,,,,0,100,,,,,,
31T170_6,52AW00/31GTT:31T170_6.PNT\hist00,,,,,,,,0,100,,,,,,
31T173_1,52AW00/31GTT:31T173_1.PNT\hist00,,,,,,,,0,200,,,,,,
31T173_2,52AW00/31GTT:31T173_2.PNT\hist00,,,,,,,,0,200,,,,,,
31F102,52AW00/31KONV:31F102.PNT\hist00,,,,,,,,0,62466.88671875,,,,,,
31FC101,52AW00/31KONV:31FC101.PNT\hist00,,,,,,,,0,7805.84472656,,,,,,
31FS101,52AW00/31KONV:31FS101.PNT\hist00,,,,,,,,0,7805.84472656,,,,,,
31FS102,52AW00/31KONV:31FS102.PNT\hist00,,,,,,,,0,62466.88671875,,,,,,
31G101,52AW00/31KONV:31G101.PNT\hist00,,,,,,,,0,100,,,,,,
31NH3N_F,52AW00/31KONV:31NH3N_F.PNT\hist00,,,,,,,,0,8000,,,,,,
31NH3N_FM,52AW00/31KONV:31NH3N_FM.PNT\hist00,,,,,,,,0,6300,,,,,,
31NH3N_FQDM,52AW00/31KONV:31NH3N_FQDM.PNT\hist00,,,,,,,,0,180,,,,,,
31NH3N_FQMM,52AW00/31KONV:31NH3N_FQMM.PNT\hist00,,,,,,,,0,5000,,,,,,
31NH3N_KFD,52AW00/31KONV:31NH3N_KFD.PNT\hist00,,,,,,,,0,1000,,,,,,
31NH3N_KFM,52AW00/31KONV:31NH3N_KFM.PNT\hist00,,,,,,,,0,1000,,,,,,
31NH3_FM,52AW00/31KONV:31NH3_FM.PNT\hist00,,,,,,,,0,6300,,,,,,
31NH3_FQDM,52AW00/31KONV:31NH3_FQDM.PNT\hist00,,,,,,,,0,125,,,,,,
31NH3_FQMM,52AW00/31KONV:31NH3_FQMM.PNT\hist00,,,,,,,,0,4000,,,,,,
31NH3_KF,52AW00/31KONV:31NH3_KF.PNT\hist00,,,,,,,,0,1000,,,,,,
31NH3_KFD,52AW00/31KONV:31NH3_KFD.PNT\hist00,,,,,,,,0,1000,,,,,,
31NH3_KFM,52AW00/31KONV:31NH3_KFM.PNT\hist00,,,,,,,,0,1000,,,,,,
31P101A,52AW00/31KONV:31P101A.PNT\hist00,,,,,,,,0,10,,,,,,
31P101B,52AW00/31KONV:31P101B.PNT\hist00,,,,,,,,0,10,,,,,,
31P127A,52AW00/31KONV:31P127A.PNT\hist00,,,,,,,,0,10,,,,,,
31P127B,52AW00/31KONV:31P127B.PNT\hist00,,,,,,,,0,10,,,,,,
31P128,52AW00/31KONV:31P128.PNT\hist00,,,,,,,,0,10,,,,,,
31QC101AIN1,52AW00/31KONV:31QC101AIN1.PNT\hist00,,,,,,,,0,12,,,,,,
31QC101AIN2,52AW00/31KONV:31QC101AIN2.PNT\hist00,,,,,,,,0,12,,,,,,
31T101A,52AW00/31KONV:31T101A.PNT\hist00,,,,,,,,0,200,,,,,,
31T101B,52AW00/31KONV:31T101B.PNT\hist00,,,,,,,,0,200,,,,,,
31T103,52AW00/31KONV:31T103.PNT\hist00,,,,,,,,0,400,,,,,,
31T127A,52AW00/31KONV:31T127A.PNT\hist00,,,,,,,,0,200,,,,,,
31T127B,52AW00/31KONV:31T127B.PNT\hist00,,,,,,,,0,200,,,,,,
31TS102_1,52AW00/31KONV:31TS102_1.PNT\hist00,,,,,,,,0,1100,,,,,,
31TS102_2,52AW00/31KONV:31TS102_2.PNT\hist00,,,,,,,,0,1100,,,,,,
31TS102_3,52AW00/31KONV:31TS102_3.PNT\hist00,,,,,,,,0,1100,,,,,,
31PS176,52AW00/31MASLO:31PS176.PNT\hist00,,,,,,,,0,10,,,,,,
31T170_1,52AW00/31MASLO:31T170_1.PNT\hist00,,,,,,,,0,100,,,,,,
31T170_2,52AW00/31MASLO:31T170_2.PNT\hist00,,,,,,,,0,100,,,,,,
31LC108,52AW00/31NH3:31LC108.PNT\hist00,,,,,,,,700,1100,,,,,,
31PC110,52AW00/31NH3:31PC110.PNT\hist00,,,,,,,,0,20,,,,,,
31TC112,52AW00/31NH3:31TC112.PNT\hist00,,,,,,,,0,200,,,,,,
31TS112,52AW00/31NH3:31TS112.PNT\hist00,,,,,,,,0,200,,,,,,
31FC106,52AW00/31OXG:31FC106.PNT\hist00,,,,,,,,0,84.05595398,,,,,,
31NH3SC_FM,52AW00/31OXG:31NH3SC_FM.PNT\hist00,,,,,,,,0,63,,,,,,
31NH3SC_FQDM,52AW00/31OXG:31NH3SC_FQDM.PNT\hist00,,,,,,,,0,1.79999995,,,,,,
31NH3SC_FQMM,52AW00/31OXG:31NH3SC_FQMM.PNT\hist00,,,,,,,,0,50,,,,,,
31NH3SC_KF,52AW00/31OXG:31NH3SC_KF.PNT\hist00,,,,,,,,0,10,,,,,,
31NH3SC_KFD,52AW00/31OXG:31NH3SC_KFD.PNT\hist00,,,,,,,,0,10,,,,,,
31NH3SC_KFM,52AW00/31OXG:31NH3SC_KFM.PNT\hist00,,,,,,,,0,10,,,,,,
31T109_2,52AW00/31OXG:31T109_2.PNT\hist00,,,,,,,,0,400,,,,,,
31T109_4,52AW00/31OXG:31T109_4.PNT\hist00,,,,,,,,0,400,,,,,,
31T109_5,52AW00/31OXG:31T109_5.PNT\hist00,,,,,,,,0,400,,,,,,
31T109_7,52AW00/31OXG:31T109_7.PNT\hist00,,,,,,,,0,400,,,,,,
31T109_8,52AW00/31OXG:31T109_8.PNT\hist00,,,,,,,,0,400,,,,,,
31T109_9,52AW00/31OXG:31T109_9.PNT\hist00,,,,,,,,0,400,,,,,,
31PS182_1,52AW00/31PODSH_AO:31PS182_1.PNT\hist00,,,,,,,,0,6,,,,,,
31PS182_2,52AW00/31PODSH_AO:31PS182_2.PNT\hist00,,,,,,,,0,6,,,,,,
31PS183_1,52AW00/31PODSH_AO:31PS183_1.PNT\hist00,,,,,,,,0,6,,,,,,
31PS183_2,52AW00/31PODSH_AO:31PS183_2.PNT\hist00,,,,,,,,0,6,,,,,,
31TS177_1,52AW00/31PODSH_AO:31TS177_1.PNT\hist00,,,,,,,,0,100,,,,,,
31TS177_2,52AW00/31PODSH_AO:31TS177_2.PNT\hist00,,,,,,,,0,100,,,,,,
31TS177_3,52AW00/31PODSH_AO:31TS177_3.PNT\hist00,,,,,,,,0,100,,,,,,
31TS177_4,52AW00/31PODSH_AO:31TS177_4.PNT\hist00,,,,,,,,0,100,,,,,,
31TS177_5,52AW00/31PODSH_AO:31TS177_5.PNT\hist00,,,,,,,,0,100,,,,,,
31TS177_6,52AW00/31PODSH_AO:31TS177_6.PNT\hist00,,,,,,,,0,100,,,,,,
31TS177_7,52AW00/31PODSH_AO:31TS177_7.PNT\hist00,,,,,,,,0,100,,,,,,
31TS177_8,52AW00/31PODSH_AO:31TS177_8.PNT\hist00,,,,,,,,0,100,,,,,,
31TS178_1,52AW00/31PODSH_AO:31TS178_1.PNT\hist00,,,,,,,,0,100,,,,,,
31TS178_2,52AW00/31PODSH_AO:31TS178_2.PNT\hist00,,,,,,,,0,100,,,,,,
31TS178_3,52AW00/31PODSH_AO:31TS178_3.PNT\hist00,,,,,,,,0,100,,,,,,
31TS178_4,52AW00/31PODSH_AO:31TS178_4.PNT\hist00,,,,,,,,0,100,,,,,,
31TS178_5,52AW00/31PODSH_AO:31TS178_5.PNT\hist00,,,,,,,,0,100,,,,,,
31TS178_6,52AW00/31PODSH_AO:31TS178_6.PNT\hist00,,,,,,,,0,100,,,,,,
31TS178_7,52AW00/31PODSH_AO:31TS178_7.PNT\hist00,,,,,,,,0,100,,,,,,
31TS179_1,52AW00/31PODSH_AO:31TS179_1.PNT\hist00,,,,,,,,0,100,,,,,,
31TS179_2,52AW00/31PODSH_AO:31TS179_2.PNT\hist00,,,,,,,,0,100,,,,,,
31TS179_3,52AW00/31PODSH_AO:31TS179_3.PNT\hist00,,,,,,,,0,100,,,,,,
31EARD_KF,52AW00/31RD:31EARD_KF.PNT\hist00,,,,,,,,0,500,,,,,,
31EARD_KFD,52AW00/31RD:31EARD_KFD.PNT\hist00,,,,,,,,0,500,,,,,,
31EARD_KFM,52AW00/31RD:31EARD_KFM.PNT\hist00,,,,,,,,0,500,,,,,,
31EA_RD,52AW00/31RD:31EA_RD.PNT\hist00,,,,,,,,-1500,1500,,,,,,
31IA_RD,52AW00/31RD:31IA_RD.PNT\hist00,,,,,,,,0,150,,,,,,
31P193,52AW00/31RD:31P193.PNT\hist00,,,,,,,,0,1000,,,,,,
31T192,52AW00/31RD:31T192.PNT\hist00,,,,,,,,0,100,,,,,,
31F132,52AW00/31REKUP:31F132.PNT\hist00,,,,,,,,0,12.49203968,,,,,,
31F133,52AW00/31REKUP:31F133.PNT\hist00,,,,,,,,0,39.56159973,,,,,,
31LC130,52AW00/31REKUP:31LC130.PNT\hist00,,,,,,,,-315,315,,,,,,
31LC131,52AW00/31REKUP:31LC131.PNT\hist00,,,,,,,,-315,315,,,,,,
31P135,52AW00/31REKUP:31P135.PNT\hist00,,,,,,,,0,20,,,,,,
31P136,52AW00/31REKUP:31P136.PNT\hist00,,,,,,,,0,20,,,,,,
31PD170,52AW00/31REKUP:31PD170.PNT\hist00,,,,,,,,0,2.5,,,,,,
31PVKUG_KF,52AW00/31REKUP:31PVKUG_KF.PNT\hist00,,,,,,,,0,4,,,,,,
